"ds_owner","hemisphere","id","gender","age_group","handedness","education","color_blindness","hours_sleep","art_light_r_w","light_dir_r_s","photo_training","carto_gis_training","geovis_3d_training","satellite_training","photo_exposure","carto_gis_exposure","geovis_3d_exposure","satellite_exposure","mask","circle_below","circle_above","shapes_01","shapes_02","shapes_03","shapes_04","shapes_05","shapes_06","shapes_07","shapes_08","shapes_09","shapes_10","q10_r000_0","q10_r000_270","q10_r000_292_5","q10_r000_315","q10_r000_337_5","q20_r045_0","q20_r045_270","q20_r045_292_5","q20_r045_315","q20_r045_337_5","q30_r090_0","q30_r090_270","q30_r090_292_5","q30_r090_315","q30_r090_337_5","q40_r135_0","q40_r135_270","q40_r135_292_5","q40_r135_315","q40_r135_337_5","q50_v000_0","q50_v000_270","q50_v000_292_5","q50_v000_315","q50_v000_337_5","q60_v045_0","q60_v045_270","q60_v045_292_5","q60_v045_315","q60_v045_337_5","q70_v090_0","q70_v090_270","q70_v090_292_5","q70_v090_315","q70_v090_337_5","q80_v135_0","q80_v135_270","q80_v135_292_5","q80_v135_315","q80_v135_337_5"
"j","northern",1,"f","30-39","r","master","no","6-7",NA,NA,2,5,NA,NA,NA,NA,"occassionally","occassionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,4,4,5,5,5,5,4,3,4,4,5,4,4,4,3,3,2,4,1,2,1,1,2,1,1,1,2,2,2,1,1,2,4,4,3,2
"j","northern",2,"m","20-29","r","bachelor","no","7-8",NA,NA,4,5,NA,NA,NA,NA,"often","occassionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,4,4,5,2,5,5,4,5,4,5,4,5,1,4,4,5,4,2,2,2,2,1,2,2,1,2,2,1,3,1,2,1,2,4,4,1,2
"j","northern",3,"m","60-69","r","doctoral","no","7-8",NA,NA,3,3,NA,NA,NA,NA,"daily","often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,5,5,1,1,5,5,4,1,4,4,5,5,1,1,5,5,1,5,1,1,1,1,5,1,1,1,4,5,1,5,4,2,5,5,1,1
"j","northern",4,"f","30-39","r","master","no","6-7",NA,NA,3,3,NA,NA,NA,NA,"often","rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,5,3,1
"j","northern",5,"f","20-29","r","bachelor","no","7-8",NA,NA,2,1,NA,NA,NA,NA,"rarely","never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,3,5,5,5,5,1,5,5,5,5,1,5,5,5,2,5,1,1,1,1,1,1,1,1,1,5,3,1,1,4,5,5,1,2
"j","northern",6,"m","30-39","r","master","no","7-8",NA,NA,4,4,NA,NA,NA,NA,"daily","often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,5,4,5,4,4,4,5,4,4,4,4,4,4,1,4,4,5,1,4,1,2,1,1,1,1,2,2,1,2,1,1,1,1,5,4,1,1
"j","northern",7,"f","30-39","r","bachelor","no","more_than_8",NA,NA,4,1,NA,NA,NA,NA,"rarely","never",NA,NA,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,5,5,5,1,1,5,5,5,1,5,5,5,5,1,1,5,5,1,5,1,1,1,1,4,1,1,1,1,3,1,1,1,1,5,5,1,1
"j","northern",8,"f","20-29","r","bachelor","no","7-8",NA,NA,3,1,NA,NA,NA,NA,"rarely","occassionally",NA,NA,"ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,5,5,2,4,4,4,3,3,4,4,3,4,1,5,4,4,2,2,1,1,1,2,2,1,2,2,2,3,2,2,3,5,5,4,3,2
"j","northern",9,"m","20-29","r","bachelor","no","7-8",NA,NA,3,4,NA,NA,NA,NA,"occassionally","rarely",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,5,5,1,4,5,4,4,2,4,5,5,4,1,5,4,4,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,4,2,2,2
"j","northern",10,"m","60-69","r","bachelor","no","7-8",NA,NA,2,2,NA,NA,NA,NA,"often","rarely",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1
"j","northern",11,"f","60-69","r","bachelor","no","4-5",NA,NA,1,1,NA,NA,NA,NA,"rarely","never",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,4,4,5,3,5,4,4,5,1,5,5,4,5,2,4,3,4,3,4,1,1,1,2,1,1,1,1,1,5,3,1,2,2,2,2,3,1
"j","northern",12,"m","60-69","r","doctoral","yes","6-7",NA,NA,2,1,NA,NA,NA,NA,"occassionally","rarely",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,1,2,1,2,1,1,5,1,1,1,1,5,1,1,1,1,5,4,5,1
"j","northern",13,"m","30-39","r","bachelor","no","7-8",NA,NA,4,4,NA,NA,NA,NA,"often","occassionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,5,1
"j","northern",14,"f","20-29","r","bachelor","no","more_than_8",NA,NA,1,4,NA,NA,NA,NA,"daily","occassionally",NA,"pits","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,4,4,2,4,2,4,4,2,4,5,4,3,2,2,2,4,1,4,2,2,2,2,1,2,2,2,1,4,4,2,2,2,2,4,2,2
"j","northern",15,"m","30-39","r","bachelor","no","4-5",NA,NA,2,1,NA,NA,NA,NA,"occassionally","occassionally",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,5,1,1,5,1,1,1,5,3,1,1,1,4,1,1,1,1,5,1,1,1
"j","northern",17,"f","20-29","r","bachelor","no","less_than_3",NA,NA,1,4,NA,NA,NA,NA,"occassionally","occassionally",NA,"pits","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,4,4,4,4,4,5,4,2,4,4,4,4,2,3,2,4,2,4,2,2,2,1,1,2,2,2,2,4,2,2,2,2,4,4,2,2
"j","northern",19,"m","20-29","r","master","no","7-8",NA,NA,2,5,NA,NA,NA,NA,"daily","daily",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,5,3,5,2,5,5,5,5,3,5,4,5,3,2,2,1,5,2,1,1,1,1,2,1,2,1,1,1,3,3,1,1,3,5,2,3,2
"j","northern",20,"f","20-29","r","high_school","no","more_than_8",NA,NA,2,1,NA,NA,NA,NA,"rarely","never",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,5,4,5,3,5,4,5,3,2,4,4,4,4,1,5,4,4,2,4,1,1,2,2,2,2,1,1,1,5,2,2,1,2,5,4,1,1
"j","northern",21,"m","30-39","r","bachelor","no","7-8",NA,NA,3,1,NA,NA,NA,NA,"often","never",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,2,3,4,4,4,3,4,4,4,4,2,2,4,4,2,2,2,2,1,2,4,2,2,2,2,4,2,2,2,4,4,4,3,2
"j","northern",22,"m","20-29","r","bachelor","no","7-8",NA,NA,4,4,NA,NA,NA,NA,"often","often",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,5,5,5,1,5,5,5,1,2,1,5,5,5,1,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1
"j","northern",23,"m","20-29","r","bachelor","no","7-8",NA,NA,1,4,NA,NA,NA,NA,"occassionally","rarely",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4,5,4,4,4,4,4,4,3,4,4,2,4,4,3,2,4,4,2,1,1,2,1,1,1,2,3,4,2,2,4,4,4,2,2
"j","northern",24,"f","Oct-19","r","high_school","no","7-8",NA,NA,4,2,NA,NA,NA,NA,"often","occassionally",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,1,5,5,5,4,2,4,4,4,4,1,5,4,3,1,4,1,1,2,1,1,2,2,2,2,3,2,1,1,1,4,1,4,1
"j","northern",25,"f","Oct-19","l","high_school","no","5-6",NA,NA,2,1,NA,NA,NA,NA,"rarely","never",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1
"j","northern",26,"f","20-29","r","high_school","no","5-6",NA,NA,2,1,NA,NA,NA,NA,"rarely","never",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,2,3,4,5,3,3,4,4,4,4,2,5,4,4,1,1,3,1,1,1,2,1,1,1,2,4,2,2,2,2,3,3,4,2
"j","northern",27,"m","70-79","r","high_school","no","6-7",NA,NA,4,1,NA,NA,NA,NA,"occassionally","occassionally",NA,"hills","ambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,5,5,5,1
"j","northern",28,"f","60-69","r","high_school","no","7-8",NA,NA,2,1,NA,NA,NA,NA,"occassionally","rarely",NA,"hills","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,1,1,5,5,1,5,5,1,1,1,5,1,1,1,5,5,1,5,1,1,5,5,1,1
"j","northern",29,"f","20-29","r","high_school","no","7-8",NA,NA,2,2,NA,NA,NA,NA,"rarely","rarely",NA,"pits","pits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,5,5,1,1,5,5,5,1,5,5,5,5,1,2,5,5,1,5,1,1,1,1,5,5,1,1,1,4,5,1,1,1,5,5,5,1
"g","northern",1,"m","20-29","r","bachelor","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g","northern",2,"f","20-29","r","bachelor","no","5-6",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","often","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g","northern",3,"f","40-49","r","high_school","yes","6-7",NA,NA,NA,NA,NA,NA,"never","occasionally","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
"g","northern",4,"f","30-39","r","doctoral","no","4-5",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,5,5,5,5,5,1,1,1,2,1,1,1,3,2,1,3,2,3,3,2,2,5,5,3,2
"g","northern",5,"m","30-39","r","high_school","no","5-6",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1
"g","northern",6,"f","40-49","l","bachelor","no","7-8",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","never","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1
"g","northern",7,"m","20-29","r","bachelor","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","often","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,2,3,5,5,5,1,5,5,5,5,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,5,4,1
"g","northern",8,"m","20-29","r","master","no","6-7",NA,NA,NA,NA,NA,NA,"often","occasionally","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
"g","northern",9,"f","20-29","r","master","no","7-8",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,5,5,1,1
"g","northern",10,"f","20-29","r","bachelor","no","5-6",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,3,1
"g","northern",11,"f","50-59","l","high_school","no","7-8",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","never","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,1,5,1,1,5,1,5,1,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,1,5,1,5,1
"g","northern",12,"f","50-59","l","high_school","no","4-5",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,4,4,1,4,2,5,1,1,4,5,5,4,4,3,3,4,3,1,1,2,1,4,5,3,1,3,3,3,3,3,3,5,5,3,4,5
"g","northern",13,"m","20-29","l","bachelor","no","4-5",NA,NA,NA,NA,NA,NA,"occasionally","often","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,5,4,2,5,5,5,5,1,4,5,5,5,5,1,4,5,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,4,1,2,1
"g","northern",14,"f","20-29","r","master","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g","northern",15,"m","10-19","r","high_school","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1
"g","northern",16,"m","20-29","r","master","no","5-6",NA,NA,NA,NA,NA,NA,"never","often","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,4,4,5,5,5,1,5,2,4,5,5,5,5,4,4,5,1,2,1,1,1,1,5,1,1,1,2,1,1,1,1,1,3,3,1,1
"g","northern",17,"f","20-29","r","master","no","4-5",NA,NA,NA,NA,NA,NA,"occasionally","never","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,5,5,5,1,1,5,5,5,1,5,5,5,5,1,1,1,5,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,5,1
"g","northern",18,"f","10-19","l","high_school","no","5-6",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","often","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1
"g","northern",19,"f","40-49","l","bachelor","no","6-7",NA,NA,NA,NA,NA,NA,"never","occasionally","occasionally","never","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,5,5,5,5,5,5,5,1,5,5,5,5,1,5,4,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1
"g","northern",20,"f","20-29","r","master","no","3-4",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"g","northern",21,"m","20-29","r","bachelor","no","5-6",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
"g","northern",22,"f","10-19","l","high_school","no","5-6",NA,NA,NA,NA,NA,NA,"daily","never","occasionally","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1
"g","northern",23,"m","70-79","l","bachelor","no","5-6",NA,NA,NA,NA,NA,NA,"occasionally","often","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5
"g","northern",24,"m","20-29","r","master","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","often","often","occasionally","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,4,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
"g","northern",25,"m","20-29","l","master","no","6-7",NA,NA,NA,NA,NA,NA,"often","often","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,5,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,4
"g","northern",26,"f","40-49","l","bachelor","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5
"g","northern",27,"m","20-29","r","master","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,1,5,5,5,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1
"g","northern",28,"m","10-19","r","high_school","no","7-8",NA,NA,NA,NA,NA,NA,"occasionally","occasionally","occasionally","often","occasionally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,5,1,5,5,5,4,4,5,5,5,5,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,4,1
"g","northern",29,"f","20-29","l","master","no","6-7",NA,NA,NA,NA,NA,NA,"occasionally","often","occasionally","occasionally","always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,2,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,5,2,1
